code,name,type,parent_code,city_class
1300000000,National Capital Region (NCR),region,,
1380100000,City of Caloocan,city,1300000000,HUC
1380100001,Barangay 1,barangay,1380100000,
1380100002,Barangay 2,barangay,1380100000,
1380100003,Barangay 3,barangay,1380100000,
1380100004,Barangay 4,barangay,1380100000,
1380100005,Barangay 5,barangay,1380100000,
1380100006,Barangay 6,barangay,1380100000,
1380100007,Barangay 7,barangay,1380100000,
1380100008,Barangay 8,barangay,1380100000,
1380100009,Barangay 9,barangay,1380100000,
1380100010,Barangay 10,barangay,1380100000,
1380100011,Barangay 11,barangay,1380100000,
1380100012,Barangay 12,barangay,1380100000,
1380100013,Barangay 13,barangay,1380100000,
1380100014,Barangay 14,barangay,1380100000,
1380100015,Barangay 15,barangay,1380100000,
1380100016,Barangay 16,barangay,1380100000,
1380100017,Barangay 17,barangay,1380100000,
1380100018,Barangay 18,barangay,1380100000,
1380100019,Barangay 19,barangay,1380100000,
1380100020,Barangay 20,barangay,1380100000,
1380100021,Barangay 21,barangay,1380100000,
1380100022,Barangay 22,barangay,1380100000,
1380100023,Barangay 23,barangay,1380100000,
1380100024,Barangay 24,barangay,1380100000,
1380100025,Barangay 25,barangay,1380100000,
1380100026,Barangay 26,barangay,1380100000,
1380100027,Barangay 27,barangay,1380100000,
1380100028,Barangay 28,barangay,1380100000,
1380100029,Barangay 29,barangay,1380100000,
1380100030,Barangay 30,barangay,1380100000,
1380100031,Barangay 31,barangay,1380100000,
1380100032,Barangay 32,barangay,1380100000,
1380100033,Barangay 33,barangay,1380100000,
1380100034,Barangay 34,barangay,1380100000,
1380100035,Barangay 35,barangay,1380100000,
1380100036,Barangay 36,barangay,1380100000,
1380100037,Barangay 37,barangay,1380100000,
1380100038,Barangay 38,barangay,1380100000,
1380100039,Barangay 39,barangay,1380100000,
1380100040,Barangay 40,barangay,1380100000,
1380100041,Barangay 41,barangay,1380100000,
1380100042,Barangay 42,barangay,1380100000,
1380100043,Barangay 43,barangay,1380100000,
1380100044,Barangay 44,barangay,1380100000,
1380100045,Barangay 45,barangay,1380100000,
1380100046,Barangay 46,barangay,1380100000,
1380100047,Barangay 47,barangay,1380100000,
1380100048,Barangay 48,barangay,1380100000,
1380100049,Barangay 49,barangay,1380100000,
1380100050,Barangay 50,barangay,1380100000,
1380100051,Barangay 51,barangay,1380100000,
1380100052,Barangay 52,barangay,1380100000,
1380100053,Barangay 53,barangay,1380100000,
1380100054,Barangay 54,barangay,1380100000,
1380100055,Barangay 55,barangay,1380100000,
1380100056,Barangay 56,barangay,1380100000,
1380100057,Barangay 57,barangay,1380100000,
1380100058,Barangay 58,barangay,1380100000,
1380100059,Barangay 59,barangay,1380100000,
1380100060,Barangay 60,barangay,1380100000,
1380100061,Barangay 61,barangay,1380100000,
1380100062,Barangay 62,barangay,1380100000,
1380100063,Barangay 63,barangay,1380100000,
1380100064,Barangay 64,barangay,1380100000,
1380100065,Barangay 65,barangay,1380100000,
1380100066,Barangay 66,barangay,1380100000,
1380100067,Barangay 67,barangay,1380100000,
1380100068,Barangay 68,barangay,1380100000,
1380100069,Barangay 69,barangay,1380100000,
1380100070,Barangay 70,barangay,1380100000,
1380100071,Barangay 71,barangay,1380100000,
1380100072,Barangay 72,barangay,1380100000,
1380100073,Barangay 73,barangay,1380100000,
1380100074,Barangay 74,barangay,1380100000,
1380100075,Barangay 75,barangay,1380100000,
1380100076,Barangay 76,barangay,1380100000,
1380100077,Barangay 77,barangay,1380100000,
1380100078,Barangay 78,barangay,1380100000,
1380100079,Barangay 79,barangay,1380100000,
1380100080,Barangay 80,barangay,1380100000,
1380100081,Barangay 81,barangay,1380100000,
1380100082,Barangay 82,barangay,1380100000,
1380100083,Barangay 83,barangay,1380100000,
1380100084,Barangay 84,barangay,1380100000,
1380100085,Barangay 85,barangay,1380100000,
1380100086,Barangay 86,barangay,1380100000,
1380100087,Barangay 87,barangay,1380100000,
1380100088,Barangay 88,barangay,1380100000,
1380100089,Barangay 89,barangay,1380100000,
1380100090,Barangay 90,barangay,1380100000,
1380100091,Barangay 91,barangay,1380100000,
1380100092,Barangay 92,barangay,1380100000,
1380100093,Barangay 93,barangay,1380100000,
1380100094,Barangay 94,barangay,1380100000,
1380100095,Barangay 95,barangay,1380100000,
1380100096,Barangay 96,barangay,1380100000,
1380100097,Barangay 97,barangay,1380100000,
1380100098,Barangay 98,barangay,1380100000,
1380100099,Barangay 99,barangay,1380100000,
1380100100,Barangay 100,barangay,1380100000,
1380100101,Barangay 101,barangay,1380100000,
1380100102,Barangay 102,barangay,1380100000,
1380100103,Barangay 103,barangay,1380100000,
1380100104,Barangay 104,barangay,1380100000,
1380100105,Barangay 105,barangay,1380100000,
1380100106,Barangay 106,barangay,1380100000,
1380100107,Barangay 107,barangay,1380100000,
1380100108,Barangay 108,barangay,1380100000,
1380100109,Barangay 109,barangay,1380100000,
1380100110,Barangay 110,barangay,1380100000,
1380100111,Barangay 111,barangay,1380100000,
1380100112,Barangay 112,barangay,1380100000,
1380100113,Barangay 113,barangay,1380100000,
1380100114,Barangay 114,barangay,1380100000,
1380100115,Barangay 115,barangay,1380100000,
1380100116,Barangay 116,barangay,1380100000,
1380100117,Barangay 117,barangay,1380100000,
1380100118,Barangay 118,barangay,1380100000,
1380100119,Barangay 119,barangay,1380100000,
1380100120,Barangay 120,barangay,1380100000,
1380100121,Barangay 121,barangay,1380100000,
1380100122,Barangay 122,barangay,1380100000,
1380100123,Barangay 123,barangay,1380100000,
1380100124,Barangay 124,barangay,1380100000,
1380100125,Barangay 125,barangay,1380100000,
1380100126,Barangay 126,barangay,1380100000,
1380100127,Barangay 127,barangay,1380100000,
1380100128,Barangay 128,barangay,1380100000,
1380100129,Barangay 129,barangay,1380100000,
1380100130,Barangay 130,barangay,1380100000,
1380100131,Barangay 131,barangay,1380100000,
1380100132,Barangay 132,barangay,1380100000,
1380100133,Barangay 133,barangay,1380100000,
1380100134,Barangay 134,barangay,1380100000,
1380100135,Barangay 135,barangay,1380100000,
1380100136,Barangay 136,barangay,1380100000,
1380100137,Barangay 137,barangay,1380100000,
1380100138,Barangay 138,barangay,1380100000,
1380100139,Barangay 139,barangay,1380100000,
1380100140,Barangay 140,barangay,1380100000,
1380100141,Barangay 141,barangay,1380100000,
1380100142,Barangay 142,barangay,1380100000,
1380100143,Barangay 143,barangay,1380100000,
1380100144,Barangay 144,barangay,1380100000,
1380100145,Barangay 145,barangay,1380100000,
1380100146,Barangay 146,barangay,1380100000,
1380100147,Barangay 147,barangay,1380100000,
1380100148,Barangay 148,barangay,1380100000,
1380100149,Barangay 149,barangay,1380100000,
1380100150,Barangay 150,barangay,1380100000,
1380100151,Barangay 151,barangay,1380100000,
1380100152,Barangay 152,barangay,1380100000,
1380100153,Barangay 153,barangay,1380100000,
1380100154,Barangay 154,barangay,1380100000,
1380100155,Barangay 155,barangay,1380100000,
1380100156,Barangay 156,barangay,1380100000,
1380100157,Barangay 157,barangay,1380100000,
1380100158,Barangay 158,barangay,1380100000,
1380100159,Barangay 159,barangay,1380100000,
1380100160,Barangay 160,barangay,1380100000,
1380100161,Barangay 161,barangay,1380100000,
1380100162,Barangay 162,barangay,1380100000,
1380100163,Barangay 163,barangay,1380100000,
1380100164,Barangay 164,barangay,1380100000,
1380100165,Barangay 165,barangay,1380100000,
1380100166,Barangay 166,barangay,1380100000,
1380100167,Barangay 167,barangay,1380100000,
1380100168,Barangay 168,barangay,1380100000,
1380100169,Barangay 169,barangay,1380100000,
1380100170,Barangay 170,barangay,1380100000,
1380100171,Barangay 171,barangay,1380100000,
1380100172,Barangay 172,barangay,1380100000,
1380100173,Barangay 173,barangay,1380100000,
1380100174,Barangay 174,barangay,1380100000,
1380100175,Barangay 175,barangay,1380100000,
1380100177,Barangay 177,barangay,1380100000,
1380100178,Barangay 178,barangay,1380100000,
1380100179,Barangay 179,barangay,1380100000,
1380100180,Barangay 180,barangay,1380100000,
1380100181,Barangay 181,barangay,1380100000,
1380100182,Barangay 182,barangay,1380100000,
1380100183,Barangay 183,barangay,1380100000,
1380100184,Barangay 184,barangay,1380100000,
1380100185,Barangay 185,barangay,1380100000,
1380100186,Barangay 186,barangay,1380100000,
1380100187,Barangay 187,barangay,1380100000,
1380100188,Barangay 188,barangay,1380100000,
1380100189,Barangay 176-A,barangay,1380100000,
1380100190,Barangay 176-B,barangay,1380100000,
1380100191,Barangay 176-C,barangay,1380100000,
1380100192,Barangay 176-D,barangay,1380100000,
1380100193,Barangay 176-E,barangay,1380100000,
1380100194,Barangay 176-F,barangay,1380100000,
1380200000,City of Las Piñas,city,1300000000,HUC
1380200001,Almanza Uno,barangay,1380200000,
1380200002,Daniel Fajardo,barangay,1380200000,
1380200003,Elias Aldana,barangay,1380200000,
1380200004,Ilaya,barangay,1380200000,
1380200005,Manuyo Uno,barangay,1380200000,
1380200006,Pamplona Uno,barangay,1380200000,
1380200007,Pulang Lupa Uno,barangay,1380200000,
1380200008,Talon Uno,barangay,1380200000,
1380200009,Zapote,barangay,1380200000,
1380200010,Almanza Dos,barangay,1380200000,
1380200011,B. F. International Village,barangay,1380200000,
1380200012,Manuyo Dos,barangay,1380200000,
1380200013,Pamplona Dos,barangay,1380200000,
1380200014,Pamplona Tres,barangay,1380200000,
1380200015,Pilar,barangay,1380200000,
1380200016,Pulang Lupa Dos,barangay,1380200000,
1380200017,Talon Dos,barangay,1380200000,
1380200018,Talon Tres,barangay,1380200000,
1380200019,Talon Kuatro,barangay,1380200000,
1380200020,Talon Singko,barangay,1380200000,
1380300000,City of Makati,city,1300000000,HUC
1380300001,Bangkal,barangay,1380300000,
1380300002,Bel-Air,barangay,1380300000,
1380300005,Carmona,barangay,1380300000,
1380300006,Dasmariñas,barangay,1380300000,
1380300008,Forbes Park,barangay,1380300000,
1380300009,Guadalupe Nuevo,barangay,1380300000,
1380300010,Guadalupe Viejo,barangay,1380300000,
1380300011,Kasilawan,barangay,1380300000,
1380300012,La Paz,barangay,1380300000,
1380300013,Magallanes,barangay,1380300000,
1380300014,Olympia,barangay,1380300000,
1380300015,Palanan,barangay,1380300000,
1380300017,Pinagkaisahan,barangay,1380300000,
1380300018,Pio Del Pilar,barangay,1380300000,
1380300020,Poblacion,barangay,1380300000,
1380300023,San Antonio,barangay,1380300000,
1380300024,San Isidro,barangay,1380300000,
1380300025,San Lorenzo,barangay,1380300000,
1380300026,Santa Cruz,barangay,1380300000,
1380300027,Singkamas,barangay,1380300000,
1380300029,Tejeros,barangay,1380300000,
1380300030,Urdaneta,barangay,1380300000,
1380300031,Valenzuela,barangay,1380300000,
1380400000,City of Malabon,city,1300000000,HUC
1380400001,Acacia,barangay,1380400000,
1380400002,Baritan,barangay,1380400000,
1380400003,Bayan-bayanan,barangay,1380400000,
1380400004,Catmon,barangay,1380400000,
1380400005,Concepcion,barangay,1380400000,
1380400006,Dampalit,barangay,1380400000,
1380400007,Flores,barangay,1380400000,
1380400008,Hulong Duhat,barangay,1380400000,
1380400009,Ibaba,barangay,1380400000,
1380400010,Longos,barangay,1380400000,
1380400011,Maysilo,barangay,1380400000,
1380400012,Muzon,barangay,1380400000,
1380400013,Niugan,barangay,1380400000,
1380400014,Panghulo,barangay,1380400000,
1380400015,Potrero,barangay,1380400000,
1380400016,San Agustin,barangay,1380400000,
1380400017,Santolan,barangay,1380400000,
1380400018,Tañong,barangay,1380400000,
1380400019,Tinajeros,barangay,1380400000,
1380400020,Tonsuya,barangay,1380400000,
1380400021,Tugatog,barangay,1380400000,
1380500000,City of Mandaluyong,city,1300000000,HUC
1380500001,Addition Hills,barangay,1380500000,
1380500002,Bagong Silang,barangay,1380500000,
1380500003,Barangka Drive,barangay,1380500000,
1380500004,Barangka Ibaba,barangay,1380500000,
1380500005,Barangka Ilaya,barangay,1380500000,
1380500006,Barangka Itaas,barangay,1380500000,
1380500007,Burol,barangay,1380500000,
1380500008,Buayang Bato,barangay,1380500000,
1380500009,Daang Bakal,barangay,1380500000,
1380500010,Hagdang Bato Itaas,barangay,1380500000,
1380500011,Hagdang Bato Libis,barangay,1380500000,
1380500012,Harapin Ang Bukas,barangay,1380500000,
1380500013,Highway Hills,barangay,1380500000,
1380500014,Hulo,barangay,1380500000,
1380500015,Mabini-J. Rizal,barangay,1380500000,
1380500016,Malamig,barangay,1380500000,
1380500017,Mauway,barangay,1380500000,
1380500018,Namayan,barangay,1380500000,
1380500019,New Zañiga,barangay,1380500000,
1380500020,Old Zañiga,barangay,1380500000,
1380500021,Pag-asa,barangay,1380500000,
1380500022,Plainview,barangay,1380500000,
1380500023,Pleasant Hills,barangay,1380500000,
1380500024,Poblacion,barangay,1380500000,
1380500025,San Jose,barangay,1380500000,
1380500026,Vergara,barangay,1380500000,
1380500027,Wack-wack Greenhills,barangay,1380500000,
1380600000,City of Manila,city,1300000000,HUC
1380601000,Tondo I/II,submunicipality,1380600000,
1380601001,Barangay 1,barangay,1380601000,
1380601002,Barangay 2,barangay,1380601000,
1380601003,Barangay 3,barangay,1380601000,
1380601004,Barangay 4,barangay,1380601000,
1380601005,Barangay 5,barangay,1380601000,
1380601006,Barangay 6,barangay,1380601000,
1380601007,Barangay 7,barangay,1380601000,
1380601008,Barangay 8,barangay,1380601000,
1380601009,Barangay 9,barangay,1380601000,
1380601010,Barangay 10,barangay,1380601000,
1380601011,Barangay 11,barangay,1380601000,
1380601012,Barangay 12,barangay,1380601000,
1380601013,Barangay 13,barangay,1380601000,
1380601014,Barangay 14,barangay,1380601000,
1380601015,Barangay 15,barangay,1380601000,
1380601016,Barangay 16,barangay,1380601000,
1380601017,Barangay 17,barangay,1380601000,
1380601018,Barangay 18,barangay,1380601000,
1380601019,Barangay 19,barangay,1380601000,
1380601020,Barangay 20,barangay,1380601000,
1380601025,Barangay 25,barangay,1380601000,
1380601026,Barangay 26,barangay,1380601000,
1380601028,Barangay 28,barangay,1380601000,
1380601029,Barangay 29,barangay,1380601000,
1380601030,Barangay 30,barangay,1380601000,
1380601031,Barangay 31,barangay,1380601000,
1380601032,Barangay 32,barangay,1380601000,
1380601033,Barangay 33,barangay,1380601000,
1380601034,Barangay 34,barangay,1380601000,
1380601035,Barangay 35,barangay,1380601000,
1380601036,Barangay 36,barangay,1380601000,
1380601037,Barangay 37,barangay,1380601000,
1380601038,Barangay 38,barangay,1380601000,
1380601039,Barangay 39,barangay,1380601000,
1380601041,Barangay 41,barangay,1380601000,
1380601042,Barangay 42,barangay,1380601000,
1380601043,Barangay 43,barangay,1380601000,
1380601044,Barangay 44,barangay,1380601000,
1380601045,Barangay 45,barangay,1380601000,
1380601046,Barangay 46,barangay,1380601000,
1380601047,Barangay 47,barangay,1380601000,
1380601048,Barangay 48,barangay,1380601000,
1380601049,Barangay 49,barangay,1380601000,
1380601050,Barangay 50,barangay,1380601000,
1380601051,Barangay 51,barangay,1380601000,
1380601052,Barangay 52,barangay,1380601000,
1380601053,Barangay 53,barangay,1380601000,
1380601054,Barangay 54,barangay,1380601000,
1380601055,Barangay 55,barangay,1380601000,
1380601056,Barangay 56,barangay,1380601000,
1380601057,Barangay 57,barangay,1380601000,
1380601058,Barangay 58,barangay,1380601000,
1380601059,Barangay 59,barangay,1380601000,
1380601060,Barangay 60,barangay,1380601000,
1380601061,Barangay 61,barangay,1380601000,
1380601062,Barangay 62,barangay,1380601000,
1380601063,Barangay 63,barangay,1380601000,
1380601064,Barangay 64,barangay,1380601000,
1380601065,Barangay 65,barangay,1380601000,
1380601066,Barangay 66,barangay,1380601000,
1380601067,Barangay 67,barangay,1380601000,
1380601068,Barangay 68,barangay,1380601000,
1380601069,Barangay 69,barangay,1380601000,
1380601070,Barangay 70,barangay,1380601000,
1380601071,Barangay 71,barangay,1380601000,
1380601072,Barangay 72,barangay,1380601000,
1380601073,Barangay 73,barangay,1380601000,
1380601074,Barangay 74,barangay,1380601000,
1380601075,Barangay 75,barangay,1380601000,
1380601076,Barangay 76,barangay,1380601000,
1380601077,Barangay 77,barangay,1380601000,
1380601078,Barangay 78,barangay,1380601000,
1380601079,Barangay 79,barangay,1380601000,
1380601080,Barangay 80,barangay,1380601000,
1380601081,Barangay 81,barangay,1380601000,
1380601082,Barangay 82,barangay,1380601000,
1380601083,Barangay 83,barangay,1380601000,
1380601084,Barangay 84,barangay,1380601000,
1380601085,Barangay 85,barangay,1380601000,
1380601086,Barangay 86,barangay,1380601000,
1380601087,Barangay 87,barangay,1380601000,
1380601088,Barangay 88,barangay,1380601000,
1380601089,Barangay 89,barangay,1380601000,
1380601090,Barangay 90,barangay,1380601000,
1380601091,Barangay 91,barangay,1380601000,
1380601092,Barangay 92,barangay,1380601000,
1380601093,Barangay 93,barangay,1380601000,
1380601094,Barangay 94,barangay,1380601000,
1380601095,Barangay 95,barangay,1380601000,
1380601096,Barangay 96,barangay,1380601000,
1380601097,Barangay 97,barangay,1380601000,
1380601098,Barangay 98,barangay,1380601000,
1380601099,Barangay 99,barangay,1380601000,
1380601100,Barangay 100,barangay,1380601000,
1380601101,Barangay 101,barangay,1380601000,
1380601102,Barangay 102,barangay,1380601000,
1380601103,Barangay 103,barangay,1380601000,
1380601104,Barangay 104,barangay,1380601000,
1380601105,Barangay 105,barangay,1380601000,
1380601106,Barangay 106,barangay,1380601000,
1380601107,Barangay 107,barangay,1380601000,
1380601108,Barangay 108,barangay,1380601000,
1380601109,Barangay 109,barangay,1380601000,
1380601110,Barangay 110,barangay,1380601000,
1380601111,Barangay 111,barangay,1380601000,
1380601112,Barangay 112,barangay,1380601000,
1380601116,Barangay 116,barangay,1380601000,
1380601117,Barangay 117,barangay,1380601000,
1380601118,Barangay 118,barangay,1380601000,
1380601119,Barangay 119,barangay,1380601000,
1380601120,Barangay 120,barangay,1380601000,
1380601121,Barangay 121,barangay,1380601000,
1380601122,Barangay 122,barangay,1380601000,
1380601123,Barangay 123,barangay,1380601000,
1380601124,Barangay 124,barangay,1380601000,
1380601125,Barangay 125,barangay,1380601000,
1380601126,Barangay 126,barangay,1380601000,
1380601127,Barangay 127,barangay,1380601000,
1380601128,Barangay 128,barangay,1380601000,
1380601129,Barangay 129,barangay,1380601000,
1380601130,Barangay 130,barangay,1380601000,
1380601131,Barangay 131,barangay,1380601000,
1380601132,Barangay 132,barangay,1380601000,
1380601133,Barangay 133,barangay,1380601000,
1380601134,Barangay 134,barangay,1380601000,
1380601135,Barangay 135,barangay,1380601000,
1380601136,Barangay 136,barangay,1380601000,
1380601137,Barangay 137,barangay,1380601000,
1380601138,Barangay 138,barangay,1380601000,
1380601139,Barangay 139,barangay,1380601000,
1380601140,Barangay 140,barangay,1380601000,
1380601141,Barangay 141,barangay,1380601000,
1380601142,Barangay 142,barangay,1380601000,
1380601143,Barangay 143,barangay,1380601000,
1380601144,Barangay 144,barangay,1380601000,
1380601145,Barangay 145,barangay,1380601000,
1380601146,Barangay 146,barangay,1380601000,
1380601147,Barangay 147,barangay,1380601000,
1380601148,Barangay 148,barangay,1380601000,
1380601149,Barangay 149,barangay,1380601000,
1380601150,Barangay 150,barangay,1380601000,
1380601151,Barangay 151,barangay,1380601000,
1380601152,Barangay 152,barangay,1380601000,
1380601153,Barangay 153,barangay,1380601000,
1380601154,Barangay 154,barangay,1380601000,
1380601155,Barangay 155,barangay,1380601000,
1380601156,Barangay 156,barangay,1380601000,
1380601157,Barangay 157,barangay,1380601000,
1380601158,Barangay 158,barangay,1380601000,
1380601159,Barangay 159,barangay,1380601000,
1380601160,Barangay 160,barangay,1380601000,
1380601161,Barangay 161,barangay,1380601000,
1380601162,Barangay 162,barangay,1380601000,
1380601163,Barangay 163,barangay,1380601000,
1380601164,Barangay 164,barangay,1380601000,
1380601165,Barangay 165,barangay,1380601000,
1380601166,Barangay 166,barangay,1380601000,
1380601167,Barangay 167,barangay,1380601000,
1380601168,Barangay 168,barangay,1380601000,
1380601169,Barangay 169,barangay,1380601000,
1380601170,Barangay 170,barangay,1380601000,
1380601171,Barangay 171,barangay,1380601000,
1380601172,Barangay 172,barangay,1380601000,
1380601173,Barangay 173,barangay,1380601000,
1380601174,Barangay 174,barangay,1380601000,
1380601175,Barangay 175,barangay,1380601000,
1380601176,Barangay 176,barangay,1380601000,
1380601177,Barangay 177,barangay,1380601000,
1380601178,Barangay 178,barangay,1380601000,
1380601179,Barangay 179,barangay,1380601000,
1380601180,Barangay 180,barangay,1380601000,
1380601181,Barangay 181,barangay,1380601000,
1380601182,Barangay 182,barangay,1380601000,
1380601183,Barangay 183,barangay,1380601000,
1380601184,Barangay 184,barangay,1380601000,
1380601185,Barangay 185,barangay,1380601000,
1380601186,Barangay 186,barangay,1380601000,
1380601187,Barangay 187,barangay,1380601000,
1380601188,Barangay 188,barangay,1380601000,
1380601189,Barangay 189,barangay,1380601000,
1380601190,Barangay 190,barangay,1380601000,
1380601191,Barangay 191,barangay,1380601000,
1380601192,Barangay 192,barangay,1380601000,
1380601193,Barangay 193,barangay,1380601000,
1380601194,Barangay 194,barangay,1380601000,
1380601195,Barangay 195,barangay,1380601000,
1380601196,Barangay 196,barangay,1380601000,
1380601197,Barangay 197,barangay,1380601000,
1380601198,Barangay 198,barangay,1380601000,
1380601199,Barangay 199,barangay,1380601000,
1380601200,Barangay 200,barangay,1380601000,
1380601201,Barangay 201,barangay,1380601000,
1380601202,Barangay 202,barangay,1380601000,
1380601203,Barangay 202-A,barangay,1380601000,
1380601204,Barangay 203,barangay,1380601000,
1380601205,Barangay 204,barangay,1380601000,
1380601206,Barangay 205,barangay,1380601000,
1380601207,Barangay 206,barangay,1380601000,
1380601208,Barangay 207,barangay,1380601000,
1380601209,Barangay 208,barangay,1380601000,
1380601210,Barangay 209,barangay,1380601000,
1380601211,Barangay 210,barangay,1380601000,
1380601212,Barangay 211,barangay,1380601000,
1380601213,Barangay 212,barangay,1380601000,
1380601214,Barangay 213,barangay,1380601000,
1380601215,Barangay 214,barangay,1380601000,
1380601216,Barangay 215,barangay,1380601000,
1380601217,Barangay 216,barangay,1380601000,
1380601218,Barangay 217,barangay,1380601000,
1380601219,Barangay 218,barangay,1380601000,
1380601220,Barangay 219,barangay,1380601000,
1380601221,Barangay 220,barangay,1380601000,
1380601222,Barangay 221,barangay,1380601000,
1380601223,Barangay 222,barangay,1380601000,
1380601224,Barangay 223,barangay,1380601000,
1380601225,Barangay 224,barangay,1380601000,
1380601226,Barangay 225,barangay,1380601000,
1380601227,Barangay 226,barangay,1380601000,
1380601228,Barangay 227,barangay,1380601000,
1380601229,Barangay 228,barangay,1380601000,
1380601230,Barangay 229,barangay,1380601000,
1380601231,Barangay 230,barangay,1380601000,
1380601232,Barangay 231,barangay,1380601000,
1380601233,Barangay 232,barangay,1380601000,
1380601234,Barangay 233,barangay,1380601000,
1380601235,Barangay 234,barangay,1380601000,
1380601236,Barangay 235,barangay,1380601000,
1380601237,Barangay 236,barangay,1380601000,
1380601238,Barangay 237,barangay,1380601000,
1380601239,Barangay 238,barangay,1380601000,
1380601240,Barangay 239,barangay,1380601000,
1380601241,Barangay 240,barangay,1380601000,
1380601242,Barangay 241,barangay,1380601000,
1380601243,Barangay 242,barangay,1380601000,
1380601244,Barangay 243,barangay,1380601000,
1380601245,Barangay 244,barangay,1380601000,
1380601246,Barangay 245,barangay,1380601000,
1380601247,Barangay 246,barangay,1380601000,
1380601248,Barangay 247,barangay,1380601000,
1380601249,Barangay 248,barangay,1380601000,
1380601250,Barangay 249,barangay,1380601000,
1380601251,Barangay 250,barangay,1380601000,
1380601252,Barangay 251,barangay,1380601000,
1380601253,Barangay 252,barangay,1380601000,
1380601254,Barangay 253,barangay,1380601000,
1380601255,Barangay 254,barangay,1380601000,
1380601256,Barangay 255,barangay,1380601000,
1380601257,Barangay 256,barangay,1380601000,
1380601258,Barangay 257,barangay,1380601000,
1380601259,Barangay 258,barangay,1380601000,
1380601260,Barangay 259,barangay,1380601000,
1380601261,Barangay 260,barangay,1380601000,
1380601262,Barangay 261,barangay,1380601000,
1380601263,Barangay 262,barangay,1380601000,
1380601264,Barangay 263,barangay,1380601000,
1380601265,Barangay 264,barangay,1380601000,
1380601266,Barangay 265,barangay,1380601000,
1380601267,Barangay 266,barangay,1380601000,
1380601268,Barangay 267,barangay,1380601000,
1380602000,Binondo,submunicipality,1380600000,
1380602001,Barangay 287,barangay,1380602000,
1380602002,Barangay 288,barangay,1380602000,
1380602003,Barangay 289,barangay,1380602000,
1380602004,Barangay 290,barangay,1380602000,
1380602005,Barangay 291,barangay,1380602000,
1380602006,Barangay 292,barangay,1380602000,
1380602007,Barangay 293,barangay,1380602000,
1380602008,Barangay 294,barangay,1380602000,
1380602009,Barangay 295,barangay,1380602000,
1380602010,Barangay 296,barangay,1380602000,
1380603000,Quiapo,submunicipality,1380600000,
1380603003,Barangay 383,barangay,1380603000,
1380603004,Barangay 384,barangay,1380603000,
1380603005,Barangay 385,barangay,1380603000,
1380603006,Barangay 386,barangay,1380603000,
1380603007,Barangay 387,barangay,1380603000,
1380603008,Barangay 388,barangay,1380603000,
1380603009,Barangay 389,barangay,1380603000,
1380603010,Barangay 390,barangay,1380603000,
1380603011,Barangay 391,barangay,1380603000,
1380603012,Barangay 392,barangay,1380603000,
1380603013,Barangay 393,barangay,1380603000,
1380603014,Barangay 394,barangay,1380603000,
1380603015,Barangay 306,barangay,1380603000,
1380603016,Barangay 307,barangay,1380603000,
1380603017,Barangay 308,barangay,1380603000,
1380603018,Barangay 309,barangay,1380603000,
1380604000,San Nicolas,submunicipality,1380600000,
1380604001,Barangay 268,barangay,1380604000,
1380604002,Barangay 269,barangay,1380604000,
1380604003,Barangay 270,barangay,1380604000,
1380604004,Barangay 271,barangay,1380604000,
1380604005,Barangay 272,barangay,1380604000,
1380604006,Barangay 273,barangay,1380604000,
1380604007,Barangay 274,barangay,1380604000,
1380604008,Barangay 275,barangay,1380604000,
1380604009,Barangay 276,barangay,1380604000,
1380604014,Barangay 281,barangay,1380604000,
1380604015,Barangay 282,barangay,1380604000,
1380604016,Barangay 283,barangay,1380604000,
1380604017,Barangay 284,barangay,1380604000,
1380604018,Barangay 285,barangay,1380604000,
1380604019,Barangay 286,barangay,1380604000,
1380605000,Santa Cruz,submunicipality,1380600000,
1380605001,Barangay 297,barangay,1380605000,
1380605002,Barangay 298,barangay,1380605000,
1380605003,Barangay 299,barangay,1380605000,
1380605004,Barangay 300,barangay,1380605000,
1380605005,Barangay 301,barangay,1380605000,
1380605006,Barangay 302,barangay,1380605000,
1380605007,Barangay 303,barangay,1380605000,
1380605008,Barangay 304,barangay,1380605000,
1380605009,Barangay 305,barangay,1380605000,
1380605012,Barangay 310,barangay,1380605000,
1380605013,Barangay 311,barangay,1380605000,
1380605014,Barangay 312,barangay,1380605000,
1380605015,Barangay 313,barangay,1380605000,
1380605016,Barangay 314,barangay,1380605000,
1380605017,Barangay 315,barangay,1380605000,
1380605018,Barangay 316,barangay,1380605000,
1380605019,Barangay 317,barangay,1380605000,
1380605020,Barangay 318,barangay,1380605000,
1380605021,Barangay 319,barangay,1380605000,
1380605022,Barangay 320,barangay,1380605000,
1380605023,Barangay 321,barangay,1380605000,
1380605024,Barangay 322,barangay,1380605000,
1380605025,Barangay 323,barangay,1380605000,
1380605026,Barangay 324,barangay,1380605000,
1380605027,Barangay 325,barangay,1380605000,
1380605028,Barangay 326,barangay,1380605000,
1380605029,Barangay 327,barangay,1380605000,
1380605030,Barangay 328,barangay,1380605000,
1380605031,Barangay 329,barangay,1380605000,
1380605032,Barangay 330,barangay,1380605000,
1380605033,Barangay 331,barangay,1380605000,
1380605034,Barangay 332,barangay,1380605000,
1380605035,Barangay 333,barangay,1380605000,
1380605036,Barangay 334,barangay,1380605000,
1380605037,Barangay 335,barangay,1380605000,
1380605038,Barangay 336,barangay,1380605000,
1380605039,Barangay 337,barangay,1380605000,
